Phase1,Phase2,Phase3,Phase4,Phase5,Phase6,Phase7,Phase8,Phase9,Phase10,Phase11,Directivity
0.967959374756556,0.766386226954887,0.598552027403532,0.611949093060348,0.194826581750666,0.399307241708427,0.126874175156656,0.255419845995532,0.221001926296713,0.403239242237069,0.518151843109593,9.19952523411492
0.902166566580628,0.325131896113664,0.416266518793337,0.707894618877606,0.849264094626404,0.200442508177858,0.847813019690137,0.460908048915498,0.0863447747672481,0.964016163454312,0.199967794027485,5.94999108482648
0.319184814781674,0.73857537247876,0.0297469172652495,0.679278667778917,0.851744560581491,0.192339770929776,0.0388609422504671,0.189628121475291,0.509986192429136,0.714442889395096,0.578736392487774,7.16098552410179
0.34565180035541,0.161936740446914,0.678736871713378,0.87783283339798,0.253292401925388,0.637170423935913,0.556176671023308,0.0785303159954535,0.582575485192486,0.564918138781148,0.916444237522701,8.43427450544481
0.128592012604131,0.433654717143335,0.52758909466061,0.687466572115342,0.613851455388466,0.68167565440564,0.825709412608709,0.507971314445908,0.149322912239071,0.903883729094441,0.958404463274456,8.60109025422909
0.512846169311711,0.682637503998206,0.869585541298879,0.255950353035115,0.750756507327313,0.967688048479789,0.69239990869379,0.787817768128677,0.702825951056791,0.912281232755551,0.24677042817719,10.1805425234993
0.411755218333249,0.421944803415149,0.176085098123033,0.115699725346472,0.841222412704353,0.709625834697728,0.0990259324018606,0.487961191779464,0.997342843380917,0.198240723913059,0.583069869278194,7.19051730524648
0.406179526884449,0.235429627591306,0.408787467687358,0.97114103230829,0.808313092986505,0.652291083518974,0.219296715412124,0.389127056783327,0.549052841270418,0.601010364244013,0.435443874662295,10.6920866581181
0.831476101873994,0.536316868621624,0.291933838956569,0.225553222117501,0.504034503082248,0.971591132185782,0.460931690086978,0.182341223195592,0.301986760921955,0.978089771953912,0.762284787671073,7.38762433192602
0.432631026269306,0.153753652328203,0.340050746492082,0.366959024644782,0.129748844256772,0.205218131316976,0.523117834779039,0.720830774254319,0.469891968772246,0.948201272762822,0.0983030550234023,9.32085009538159
0.876147091299743,0.19293217180349,0.295121972076031,0.773287118852624,0.0589749746245278,0.0744480191447313,0.317379173237937,0.253574840248094,0.0390888720067746,0.803224328062825,0.119879297954573,6.60372591976267
0.82376298355422,0.68838894831123,0.395839082782882,0.616222326438128,0.733873862949967,0.712447745459035,0.183706914212694,0.0992424786220513,0.806327340785733,0.535146974357051,0.139504631743732,8.44273638678241
0.25843053635437,0.836814545521638,0.148779794436422,0.196446398246533,0.575027296207045,0.784135568460413,0.603129272638771,0.153846390959097,0.27968556519871,0.25877798008912,0.892971972633341,7.51247354035514
0.00151548508347132,0.373334339253793,0.11649297093133,0.0402032264696001,0.246243358050742,0.21852046092008,0.263749891041455,0.977096152372638,0.404102347023585,0.608947538371526,0.382785270866859,9.15919841657356
0.0755667376556636,0.5801436679834,0.638257283246485,0.956394987731041,0.77447291739249,0.715926173543639,0.903638372498078,0.575676981569498,0.414883227730651,0.554294226480495,0.204600540857112,8.87559886296136
0.762600867161135,0.367215647389447,0.546288779959955,0.112595507110708,0.476237685481283,0.154050298659041,0.892412523378564,0.510116751727199,0.808477793715555,0.944092968740154,0.557053190938271,8.30378590248712
0.798534783387005,0.889697045102262,0.411235956153041,0.101152055208968,0.346657278148716,0.739830154175041,0.426371821655092,0.79326675631744,0.00990065597959144,0.0299882255821395,0.580500734942616,6.07914461758693
0.369208571244035,0.834217806573992,0.496845926264279,0.975245928947721,0.401136823337879,0.543852960328851,0.707091686786751,0.588618750655185,0.511272662575799,0.943675316742226,0.644730806323081,11.6991320837734
0.214094170393266,0.824811039281971,0.363229511850441,0.78236430015093,0.202824406905028,0.0372347068099046,0.351931388820243,0.962372589742409,0.2245381120904,0.173516226232475,0.670993245944396,6.48246880200512
0.0125179305006367,0.754779402039219,0.182126073450137,0.752581090466361,0.690523429041936,0.234426101667852,0.583943797734234,0.262351640788266,0.457609851404381,0.620866879327367,0.601158048523631,9.32487582781835
0.306880629001844,0.618651026456625,0.500941780034856,0.551772742746908,0.514917388244564,0.607532737793524,0.0554996406526208,0.300708289386458,0.822577712145041,0.391648312662536,0.304605102220363,11.7554695883951
0.47341347039171,0.419362232473618,0.360899614709334,0.258232267018089,0.231774812737389,0.0892856486001635,0.199453164272467,0.029708342148136,0.0519662876297737,0.82415604478773,0.865589619148096,8.23754704388834
0.456790135203852,0.219726007795167,0.0740194718998385,0.431102015862287,0.734848026807096,0.0170177282363941,0.540522939900398,0.0208711589450292,0.17908831933399,0.0128698424050978,0.434389036724592,9.68396337060705
0.0641087956555939,0.707954505830885,0.602869658019393,0.802616345012258,0.32084297637951,0.922400313166206,0.221545203979364,0.164902756919318,0.391385693613655,0.463333222492668,0.511548254035845,8.57872498964803
0.946850188266464,0.958936147832465,0.465062941317893,0.505073577367514,0.83712956250736,0.186482611891321,0.259933904052145,0.594611646420549,0.473714334621021,0.830705015113733,0.0554256889195901,6.68514658269823
0.384694105321411,0.105995135784074,0.94886121435593,0.762923091889254,0.52532704249225,0.750173351921378,0.460995565787086,0.00821459547554748,0.56817754574544,0.405178160978375,0.0963517621754941,7.2716407750129
0.549815681320048,0.355614760096397,0.293007110823909,0.378905781483864,0.562525401958665,0.748331225325755,0.633268049033459,0.806964855873103,0.424550293707817,0.381070000869384,0.535182907308069,13.484423215685
0.878561779370984,0.0499348962680598,0.351747572087923,0.398824416559084,0.358647238505763,0.411683863385977,0.609758487001632,0.772005544221808,0.39028379643897,0.509447688897967,0.0378889548022966,9.37940982139966
0.583801942083871,0.222940400591711,0.303939607684409,0.996322107223134,0.929838222801004,0.26791413661465,0.148552765297168,0.148205024735699,0.133406148660056,0.0884783239268749,0.721143981517349,5.86975403217835
0.861276306075321,0.563903716824372,0.42790142382487,0.798646874062392,0.680212766991965,0.213157858880011,0.364132450148894,0.832989953513229,0.907673843605727,0.673446925899351,0.987820934728886,9.82165208160429
0.467527375594165,0.654772575611668,0.813549462921268,0.588200401337251,0.0559721578524418,0.0568072547281887,0.976887006162093,0.804119995674294,0.619632655702014,0.266923930771835,0.00623909226375996,5.32447439776362
0.10344985136355,0.110178437528307,0.608753716745778,0.177662489283763,0.542825433279682,0.573771661661805,0.233075038273479,0.253135327005805,0.163073771959373,0.211023927745625,0.513100591850939,11.9897593306124
0.460405640559768,0.0140588898677251,0.637974950790778,0.150560426278374,0.0564982614234484,0.00517938754951752,0.0120475633932239,0.26999412699694,0.718828553014254,0.77003565763798,0.0155983644345742,6.77686592694039
0.462558559509153,0.783179436768512,0.336811334479809,0.771026267915591,0.418373661232564,0.872888464129415,0.800277622141325,0.625550597800412,0.619964540589576,0.483324572964353,0.395620992735436,12.4674891105569
0.497884864164239,0.980654626957283,0.0671133913632085,0.126840422241655,0.75881072315854,0.817058377960009,0.202159859765482,0.982004765031392,0.720718745616024,3.57057074862333e-05,0.0381043842935788,2.85085248053469
0.88483662326062,0.985121290467046,0.282136996626901,0.689331748809095,0.347312007010511,0.510438491597929,0.696164856507525,0.336254176466006,0.425277596627842,0.669631851508727,0.572765768876539,10.6822536215709
0.107824851068787,0.779324294899208,0.441281566768436,0.174400565236833,0.565093262507061,0.928103208065427,0.950111845468044,0.285198382858288,0.225689362345107,0.542641559251736,0.29129403426801,7.25490180907834
0.816086803922892,0.742796117224841,0.977820602704479,0.557733501643875,0.989214771190526,0.427608211769145,0.0529261628720724,0.150517564188264,0.413446657534764,0.125966243133794,0.454165201185275,5.69123594802327
0.431596610781559,0.285869399120516,0.303811360967489,0.310032696832033,0.220836354893016,0.255872840709117,0.529218720095517,0.39535202669234,0.822160738527084,0.979865255075363,0.324553076153907,10.3276814467198
0.274080740687615,0.619793667120671,0.0965308842724286,0.704482862553415,0.0492872248730519,0.59362867905817,0.720266896452083,0.898703486047352,0.204038315810268,0.639306345929548,0.0444888680654125,6.48243227729734
0.993491713035134,0.0494127620132286,0.598487238616046,0.296461394867905,0.0106355072097191,0.789162361779691,0.391953606768759,0.0338868747730615,0.119430703050415,0.0615647438143926,0.852161764597842,4.23903327971805
0.336031057108858,0.727131272650407,0.351763663908838,0.115522881406188,0.491664701856219,0.720877162996947,0.188302997568129,0.285879755411421,0.866118931005798,0.82593107712384,0.895317214368031,7.57595752372711
0.158211290158525,0.659265262436677,0.480680920225372,0.618998157212949,0.510699391502418,0.01501727358094,0.945243113568857,0.402162594786946,0.384454753967535,0.59977050865533,0.593797849983508,9.88813872456662
0.0206796190518302,0.574624661456834,0.089974078937293,0.319363225162836,0.109175855081866,0.910256386172208,0.597690212548132,0.844551926955539,0.498703713240536,0.616730660069999,0.455944797901054,7.38305403899186
0.823923555021533,0.691326734103712,0.582843956911566,0.257247562587335,0.841585082590518,0.346475194120651,0.319908896830077,0.244951271733637,0.349016532752208,0.174726097986948,0.783646974626328,9.17217521995077
0.0792129008784812,0.3769498297365,0.836370353585086,0.886617346626117,0.476172750333737,0.496967161339451,0.612022336193548,0.369107956836826,0.740293799922148,0.941124225550859,0.882515544556906,8.5442143612739
0.337592631986341,0.407257807977935,0.184934984094494,0.428330127045485,0.327911999349604,0.575866599182489,0.718934822404072,0.902986516939114,0.238801331970999,0.501242314418247,0.438784166951615,11.7227549714026
0.981929584483774,0.653649084034619,0.46726017077789,0.862596574553199,0.48053747018777,0.995194681217393,0.716539827210982,0.330397729594071,0.665714693004906,0.172759758402893,0.504165526383218,9.12223413072234
0.101905030742683,0.528590912199103,0.113649597462354,0.267463969882825,0.895679466032745,0.752719115324068,0.166556364573322,0.164834557391547,0.359106719874142,0.903919771869186,0.0929600184457083,6.28475767331963
0.986844001436491,0.857944955793606,0.236314140366327,0.952443804679894,0.799343207323121,0.402463460518619,0.18873144253882,0.723142338033904,0.0220933447277537,0.00959741742397213,0.352535392537019,3.82013992814232
0.916596181991498,0.534706425887753,0.921527625516847,0.196713621606015,0.198295683707385,0.170424235180785,0.367811677276737,0.151738217526965,0.93284287543436,0.532857010843489,0.518403961479512,6.58685041722973
0.381972083226346,0.548676497485869,0.460731832534872,0.0510206125147673,0.317307640257562,0.352040624985059,0.49028645713498,0.589949305524617,0.87922943619235,0.329510496289062,0.610258861897323,11.7130823041095
0.786953070618724,0.881111693841435,0.316235348165083,0.07551109460983,0.259610195401745,0.123278144593795,0.984200526997735,0.660540686438829,0.738576310772182,0.221135587754201,0.530620112896262,5.98729167689503
0.276910656240862,0.821341601807719,0.0898271533373525,0.26575908900282,0.154448550482265,0.9888799568974,0.621167004977667,0.447307521747254,0.118520745194338,0.454704556390918,0.658473345511578,7.38236647999987
0.91964210969448,0.0728052944274332,0.732675415929936,0.718210983429297,0.574439098596295,0.0531792855138862,0.748797575151328,0.524453569968262,0.0565945387507628,0.677525541354869,0.0499131894146391,5.21033249627722
0.617835351154022,0.0574622196039341,0.548379321579915,0.569978988076517,0.046364287127494,0.612079422872676,0.58659444454781,0.119460754342221,0.715810079399208,0.233603055088436,0.747298078124089,8.54278436857665
0.422755811344054,0.630555169950577,0.37108726940489,0.663209533343012,0.515443202607371,0.661917331666561,0.820408585304718,0.743789971444769,0.733386151489521,0.674947646524605,0.0233416999331466,11.2279407724904
0.88523724389543,0.523899586795424,0.310361145383431,0.159782888285875,0.127094050048922,0.395599429470123,0.0626459802628042,0.358496056114064,0.419936353438086,0.195153532476374,0.298755805915811,11.1801900459912
0.676241767130357,0.65820429791788,0.73300897473645,0.577525280786566,0.581092679438634,0.616981639572934,0.267459176439195,0.62803149545511,0.653550318422891,0.850272744342105,0.00682609686346736,11.033876003928
0.661375461361644,0.967121371543341,0.456462468328338,0.248028735394078,0.137108451302999,0.557137066120927,0.320738095550378,0.865671309088954,0.717028441159068,0.0163922929677033,0.63145118529572,7.19409233376949
0.400130791000974,0.263233286335806,0.228591738548636,0.481139704611576,0.345721776495745,0.28350274369877,0.404316863097507,0.924517819057524,0.159666917446061,0.134988193760347,0.26083418536071,11.9339085035941
0.914740629901536,0.579122432515918,0.0444969178902735,0.243889133829448,0.733633316847321,0.501643645866743,0.733656043012606,0.042394636823614,0.401496458016965,0.346884139491597,0.304165233793524,8.05568545593783
0.751650676729143,0.878474245627863,0.405810818636163,0.344935408075744,0.2975934331685,0.714022180156173,0.250994420044927,0.441463344676572,0.654985640984089,0.454609435551633,0.188549651552344,10.7218840746438
0.621710012369265,0.466982117163755,0.348673846591475,0.704655207678617,0.103214597024899,0.190079253637978,0.171593643297072,0.886581199821702,0.111799568110407,0.521835051929667,0.497229446889575,9.17845051088338
0.837980700462553,0.532198771626661,0.224539948374795,0.0253875105240342,0.533218952372611,0.636511521417249,0.480362439713141,0.617058258417147,0.653222893778552,0.549828569298128,0.61256600263973,11.4095428641413
0.583439571562156,0.829019661727806,0.520840539832081,0.662315186269693,0.725907788933603,0.0967681088425357,0.02797657576015,0.50135453320796,0.397050828096793,0.487050680876709,0.467611451540829,10.2199360797308
0.422652420939791,0.873174550876581,0.740398285665283,0.887691390129264,0.556076086581879,0.568737986286662,0.354318954159345,0.833290763472047,0.733302433782872,0.180636574983431,0.136505376642313,8.64454631415208
0.655617925403055,0.7322261380863,0.53176027865264,0.450819918922638,0.610933150297157,0.671981583333639,0.439425084410217,0.469521976702896,0.952351570935357,0.615067389997127,0.696312337184433,14.2174923973291
0.741145937842087,0.442437567685545,0.447038362377865,0.222370263177187,0.692647090448013,0.83159383278099,0.571953125270167,0.896678868491131,0.339814300137572,0.470279101001564,0.194062388500656,10.2309732478173
0.669227778541562,0.265049920201612,0.260200771705324,0.425804173203575,0.33244951122231,0.222479875041141,0.995829586291731,0.822155259853134,0.377309193610286,0.462464776012853,0.0194747605219101,8.29829372871078
0.315644764704931,0.0465766535311939,0.816167291240308,0.319198880894577,0.558255992745312,0.51848881474511,0.964755526430105,0.47282017063056,0.082446628790794,0.284460384923634,0.169744298897211,7.97232230054223
0.592857989428036,0.135482901881541,0.35724367455709,0.516495513060541,0.9658810417702,0.226584985228687,0.692426984004214,0.396667927601003,0.449287710314804,0.475184131548702,0.685223272694418,10.678196610641
0.305064976996722,0.363803304389043,0.472614042096914,0.480405242895455,0.974750485623494,0.775924404981999,0.161125799486436,0.98074640455419,0.183367274626687,0.588025267381224,0.542656364652354,8.07429758466649
0.0323668242994177,0.0270047502282471,0.769923661346011,0.21903966516243,0.270624111804873,0.260487421615863,0.167182637766673,0.00116869052816115,0.760351670341522,0.985199548553437,0.514501161953291,5.58777034304899
0.568694613082852,0.086765105553009,0.312736838049606,0.67896991543629,0.527355048159531,0.153318981415824,0.463314244543623,0.218351612722106,0.423259086807955,0.295661963962394,0.121269660925501,12.111911267414
0.639128987680992,0.700806378571298,0.189060789985672,0.64388333962548,0.440805830953694,0.106029936629681,0.732325830095526,0.171078668940516,0.199943678104646,0.737624083673742,0.715444831735105,8.83416290699521
0.172901323528584,0.196046374175077,0.847152812915202,0.88888966096078,0.255384197096357,0.884720264573986,0.257585301511257,0.43733279423048,0.900974256409247,0.533090118305811,0.763102514323827,6.60102682558135
